GPU field configuration:
Z = 0
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 

Z = 1
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 7.10e+07 1.42e+08 2.02e+08 2.24e+08 1.82e+08 9.88e+07 0.00e+00 
0.00e+00 1.42e+08 2.89e+08 4.23e+08 4.79e+08 3.85e+08 2.05e+08 0.00e+00 
0.00e+00 2.02e+08 4.23e+08 6.43e+08 7.54e+08 5.92e+08 3.07e+08 0.00e+00 
0.00e+00 2.24e+08 4.79e+08 7.54e+08 9.20e+08 7.00e+08 3.54e+08 0.00e+00 
0.00e+00 1.82e+08 3.85e+08 5.92e+08 7.00e+08 5.47e+08 2.82e+08 0.00e+00 
0.00e+00 9.88e+07 2.05e+08 3.07e+08 3.54e+08 2.82e+08 1.49e+08 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 

Z = 2
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 1.42e+08 2.89e+08 4.23e+08 4.79e+08 3.85e+08 2.05e+08 0.00e+00 
0.00e+00 2.89e+08 6.07e+08 9.25e+08 1.09e+09 8.51e+08 4.41e+08 0.00e+00 
0.00e+00 4.23e+08 9.25e+08 1.50e+09 1.89e+09 1.40e+09 6.94e+08 0.00e+00 
0.00e+00 4.79e+08 1.09e+09 1.89e+09 2.61e+09 1.78e+09 8.34e+08 0.00e+00 
0.00e+00 3.85e+08 8.51e+08 1.40e+09 1.78e+09 1.32e+09 6.45e+08 0.00e+00 
0.00e+00 2.05e+08 4.41e+08 6.94e+08 8.34e+08 6.45e+08 3.29e+08 0.00e+00 
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 

Z = 3
0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 
0.00e+00 2.02e+08 4.23e+08 6.43e+08 7.54e+08 5.92e+08 3.07e+08 0.00e+00 
0.00e+00 4.23e+08 9.25e+08 1.50e+09 1.89e+09 1.40e+09 6.94e+08 0.00e+00 
0.00e+00 6.43e+08 1.50e+09 2.75e+09 3.99e+09 2.61e+09 1.18e+09 0.00e+00 
0.00e+00 7.54e+08 1.89e+09 3.99e+09 7.41e+09 3.84e+09 1.53e+09 0.00e+00 
0.00e+00 5.92e+08 1.40e+09 2.61e+09 3.84e+09 2.49e+09 1.11e+09 0.00e+00 
